Title,Certificate,Duration,Genre,Rating,Description, Stars,Votes,Year
The Chestnut Man,TV-MA,50 min,"Crime, Drama, Mystery",7.7,A young woman is found brutally murdered in a playground and one of her hands is missing. Above her hangs a small man made of chestnuts.,"['David Dencik, ', 'Danica Curcic, ', 'Mikkel Boe Følsgaard, ', 'Lars Ranthe']",44386,2021
The Circle,TV-MA,48 min,"Game-Show, Reality-TV",7.3,"Players start off isolated in an apartment, and with their online interactions as their only means of any communication. The players use a social media platform called ""The Circle"".","['Michelle Buteau, ', 'Chloe Veitch, ', 'Nick Uhlenhuth, ', 'Jack Atkins']",7026,2020
The Club,TV-14,55 min,Drama,7.8,"In cosmopolitan 1950s Istanbul, a mother with a troubled past works at a nightclub to reconnect with and help the rebellious daughter she couldn't raise.","['Gökçe Bahadir, ', 'Baris Arduç, ', 'Asude Kalebek, ', 'Salih Bademci']",9409,2022
The Comedy Lineup,TV-MA,15 min,Comedy,6,Substantial laughs. Bite-sized specials. Spend an evening with the next generation of stand-up comedy stars.,"['Janelle James, ', 'Aisling Bea, ', 'Sam Jay, ', 'Jak Knight']",487,2018
The Confession Tapes,TV-MA,46 min,"Documentary, Crime",7.5,A critical look into some true crime cases where American law enforcement made up for lack of actual physical evidence by using devious psychological tactics during interrogation in order to extract confessions from naive suspects.,"['David Burns, ', 'James Konat, ', 'Sarah Isaacs, ', 'Loretta Fisher']",5428,2017
The Creature Cases,TV-Y,28 min,"Animation, Action, Adventure",8.4,"Follows Sam Snow and Kit Casey, two brilliant agents, as they solve mysteries that mix real zoological facts with wild detective action.","['Kerry Shale, ', 'Joseph Balderrama, ', 'Teresa Gallagher, ', 'Jules de Jongh']",101,2022
The Crown,TV-MA,58 min,"Biography, Drama, History",8.7,Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the twentieth century.,"['Claire Foy, ', 'Olivia Colman, ', 'Imelda Staunton, ', 'Matt Smith']",199885,2016
The Cuphead Show!,TV-Y7,12 min,"Animation, Short, Action",7.4,Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,"['Tru Valentino, ', 'Frank Todaro, ', 'Joe Hanna, ', 'David Wasson']",7414,2022
The Daily Life of the Immortal King,TV-14,18 min,"Animation, Action, Adventure",7.2,"Wang Ling is a near-invincible existence with powers far beyond his control. But now that he's sixteen, he faces his greatest battle yet - Senior High School.","['Alex Mai, ', 'Nazeeh Tarsha, ', 'SuzAnne DeCarma, ', 'Bryson Baugus']",1436,2020
The Deep,TV-Y7,22 min,"Animation, Action, Adventure",7.8,"The adventures of the Nekton family, a family of daring underwater explorers who live aboard a state-of-the-art submarine, The Aronnax, and explore uncharted areas of the earth's oceans to unravel the mysteries of the deep.","['Vincent Tong, ', 'Michael Dobson, ', 'Ashleigh Ball, ', 'Kathleen Barr']",698,2015
The Defeated,TV-MA,45 min,"Drama, History, Thriller",7,Max McLaughlin is an American cop who arrives in Berlin in the summer of 1946 to help create a police force in the chaotic aftermath of the war.,"['Taylor Kitsch, ', 'Michael C. Hall, ', 'Logan Marshall-Green, ', 'Nina Hoss']",6344,2020
The Discovery,TV-MA,102 min,"Drama, Romance, Sci-Fi",6.2,"Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.","['Charlie McDowell', '| ', '    Stars:', 'Robert Redford, ', 'Mary Steenburgen, ', 'Brian McCarthy, ', 'Jason Segel']",34544,2017
The Double,PG-13,98 min,"Action, Crime, Drama",5.9,"A retired CIA operative is paired with a young FBI agent to unravel the mystery of a senator's murder, with all signs pointing to a Soviet assassin.","['Michael Brandt', '| ', '    Stars:', 'Richard Gere, ', 'Topher Grace, ', 'Martin Sheen, ', 'Tamer Hassan']",30521,2011
The Dragon Prince,TV-Y7,26 min,"Animation, Action, Adventure",8.4,"Two human princes forge an unlikely bond with the elfin assassin sent to kill them, embarking on an epic quest to bring peace to their warring lands.","['Paula Burrows, ', 'Jack De Sena, ', 'Sasha Rojen, ', 'Jason Simpson']",22684,2018
The Drew Barrymore Show,TV-PG,44 min,Talk-Show,6,"In the inaugural episode of The Drew Barrymore Show, Drew will introduces her new segment ""Drew's News,"" interview with co-stars Cameron Diaz and Lucy Liu, then learns how to cook Chef ...                See full summary »","['Adam Heydt', '| ', '    Stars:', 'Drew Barrymore, ', 'Cameron Diaz, ', 'Lucy Liu']",19,2020
